utc,anio,mes,dia,hora,minuto,segundo,usuario,ip,navegador,pantallax,pantallay,ventanax,ventanay,extra1,extra2,referencia,ciudad,extra3,extra4,pais
1457262942,2016,3,6,12,15,42,,88.24.92.85,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",1920,1080,1877,933,jocarsa.com,http://jocarsa.com/,es,false,Spain,,
1382029348,2013,10,17,19,2,28,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,720,1280,659,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382029976,2013,10,17,19,12,56,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,979,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382031492,2013,10,17,19,38,12,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,720,1280,659,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382031542,2013,10,17,19,39,2,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,979,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382031583,2013,10,17,19,39,43,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,979,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382031903,2013,10,17,19,45,3,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,979,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382032023,2013,10,17,19,47,3,,84.123.27.109,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1600,900,1600,767,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382032054,2013,10,17,19,47,34,,84.123.27.109,"Mozilla/5.0 (Linux; Android 4.2.2; GT-I9505 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.82 Mobile Safari/537.36",360,640,980,1543,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382032181,2013,10,17,19,49,41,,84.123.27.109,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1600,900,1600,767,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382033031,2013,10,17,20,3,51,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,698,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382034702,2013,10,17,20,31,42,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,694,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382038126,2013,10,17,21,28,46,,90169211116,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1920,1200,1920,1096,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Spain
1382038528,2013,10,17,21,35,28,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382040264,2013,10,17,22,4,24,,187.163.88.143,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Mexico
1382042869,2013,10,17,22,47,49,,200.76.91.208,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1366,768,1366,667,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-419,true,Mexico
1382042900,2013,10,17,22,48,20,,200.76.91.102,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1366,768,1366,667,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-419,true,Mexico
1382045999,2013,10,17,23,39,59,,181177231170,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1360,768,1360,667,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Peru
1382046204,2013,10,17,23,43,24,,181.55.25.2,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382047831,2013,10,18,0,10,31,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382050368,2013,10,18,0,52,48,,190.178.88.84,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,912,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Argentina
1382050446,2013,10,18,0,54,6,,190.178.88.84,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,2133,1013,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Argentina
1382053122,2013,10,18,1,38,42,,190.200.0.32,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1301,678,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-CL,false,Venezuela
1382062594,2013,10,18,4,16,34,,186.7.137.39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.68 Safari/537.22",1600,900,1592,673,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Dominican Republic
1382070773,2013,10,18,6,32,53,,186.29.221.40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1366,768,1366,651,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382086886,2013,10,18,11,1,26,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1385,658,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382087491,2013,10,18,11,11,31,,66.249.66.8,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,,,jocarsa.com,,,,,,United States
1382091448,2013,10,18,12,17,28,,87.216.18.35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1024,768,1024,578,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382100133,2013,10,18,14,42,13,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,940,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382100252,2013,10,18,14,44,12,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,979,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382100418,2013,10,18,14,46,58,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,936,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382100533,2013,10,18,14,48,53,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,936,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382105304,2013,10,18,16,8,24,,181.51.191.196,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1218,700,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382107870,2013,10,18,16,51,10,,217.29.149.150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1270,599,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382108156,2013,10,18,16,55,56,,190.146.17.64,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1440,900,1440,775,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-419,true,Colombia
1382122771,2013,10,18,20,59,31,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,655,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382122923,2013,10,18,21,2,3,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123067,2013,10,18,21,4,27,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123097,2013,10,18,21,4,57,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123134,2013,10,18,21,5,34,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123228,2013,10,18,21,7,8,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123269,2013,10,18,21,7,49,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123317,2013,10,18,21,8,37,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123397,2013,10,18,21,9,57,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123410,2013,10,18,21,10,10,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123427,2013,10,18,21,10,27,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123505,2013,10,18,21,11,45,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123519,2013,10,18,21,11,59,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382123563,2013,10,18,21,12,43,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,737,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382125604,2013,10,18,21,46,44,,85124165235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,698,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Austria
1382127174,2013,10,18,22,12,54,,75.101.207.29,Mozilla/5.0 (Windows NT 5.1; rv:22.0) Gecko/20100101 Firefox/22.0,1024,768,400,300,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,C,false,United States
1382130395,2013,10,18,23,6,35,,188.79.190.96,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:24.0) Gecko/20100101 Firefox/24.0,2560,1440,1364,1176,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Spain
1382130900,2013,10,18,23,15,0,,90169211116,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1920,1080,1920,941,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-GB,true,Spain
1382131316,2013,10,18,23,21,56,,37.15.132.16,"Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A8426 Safari/8536.25",768,1024,980,1185,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-es,false,Spain
1382131337,2013,10,18,23,22,17,,80103127209,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1920,1080,1920,952,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382137217,2013,10,19,1,0,17,,95.22.128.98,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1680,1050,1246,868,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382141871,2013,10,19,2,17,51,,98.249.128.15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",1440,900,1440,704,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-us,true,United States
1382141939,2013,10,19,2,18,59,,98.249.128.15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",1440,900,1440,704,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-us,true,United States
1382141950,2013,10,19,2,19,10,,98.249.128.15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",1440,900,1440,704,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-us,true,United States
1382142089,2013,10,19,2,21,29,,98.249.128.15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",1440,900,1440,704,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-us,true,United States
1382142965,2013,10,19,2,36,5,,181237176178,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1600,900,1600,798,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382143404,2013,10,19,2,43,24,,181237176178,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1600,900,1600,798,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382143958,2013,10,19,2,52,38,,181237176178,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1600,900,1600,798,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382152739,2013,10,19,5,18,59,,189.132.167.72,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,665,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-MX,false,Mexico
1382155199,2013,10,19,5,59,59,,190113210147,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",1280,800,1279,702,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-es,true,Peru
1382162967,2013,10,19,8,9,27,,186.86.144.157,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1024,768,1024,667,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382176458,2013,10,19,11,54,18,,80103127209,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,995,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382194088,2013,10,19,16,48,8,,165.98.16.10,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Nicaragua
1382194102,2013,10,19,16,48,22,,165.98.16.10,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Nicaragua
1382195891,2013,10,19,17,18,11,,186.17.163.186,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1680,1050,1680,935,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Paraguay
1382198861,2013,10,19,18,7,41,,186.149.18.36,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1024,768,1024,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Dominican Republic
1382202021,2013,10,19,19,0,21,,190234106227,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1920,1080,1858,1016,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Peru
1382203522,2013,10,19,19,25,22,,187.201.76.152,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",2560,1440,1693,1258,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Mexico
1382206771,2013,10,19,20,19,31,,201239150139,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Chile
1382206824,2013,10,19,20,20,24,,201239150139,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Chile
1382209947,2013,10,19,21,12,27,,200116143247,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,635,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382230587,2013,10,20,2,56,27,,181.135.57.73,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382230668,2013,10,20,2,57,48,,181.135.57.73,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382230967,2013,10,20,3,2,47,,89130121136,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,638,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Spain
1382250246,2013,10,20,8,24,6,,186113108242,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1024,768,1024,624,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382255866,2013,10,20,9,57,46,,190222143120,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,667,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Peru
1382261081,2013,10,20,11,24,41,,2.136.7.129,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36",1440,900,1375,814,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382267624,2013,10,20,13,13,44,,85.54.128.134,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1440,900,1440,775,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382273588,2013,10,20,14,53,8,,200.58.81.173,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,940,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Bolivia
1382274760,2013,10,20,15,12,40,,81.34.149.150,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1366,768,1042,607,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382275571,2013,10,20,15,26,11,,81.34.149.150,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1366,768,1301,635,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382275591,2013,10,20,15,26,31,,81.34.149.150,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1366,768,1301,682,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382275662,2013,10,20,15,27,42,,81.34.149.150,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1366,768,1301,682,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382275667,2013,10,20,15,27,47,,81.34.149.150,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1366,768,1301,682,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382278137,2013,10,20,16,8,57,,2.136.7.129,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,720,1280,620,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382283688,2013,10,20,17,41,28,,2.136.7.129,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,720,754,556,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382289974,2013,10,20,19,26,14,,190.250.15.1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",1600,900,1600,811,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Colombia
1382292201,2013,10,20,20,3,21,,189.186.119.31,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,677,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Mexico
1382299172,2013,10,20,21,59,32,,83.47.172.188,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,1024,1280,909,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
