utc,anio,mes,dia,hora,minuto,segundo,usuario,ip,navegador,pantallax,pantallay,ventanax,ventanay,extra1,extra2,referencia,ciudad,extra3,extra4,pais
1382299498,2013,10,20,22,4,58,,190113208243,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,640,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-MX,false,Peru
1382303046,2013,10,20,23,4,6,,201.208.27.59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",1440,900,1417,723,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-us,true,Venezuela
1382307361,2013,10,21,0,16,1,,188.77.201.75,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",1280,800,1280,623,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-es,true,Spain
1382316075,2013,10,21,2,41,15,,190.203.100.45,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1680,1050,1680,808,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Venezuela
1382321717,2013,10,21,4,15,17,,186.46.175.206,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0,1366,768,1366,639,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Ecuador
1382324174,2013,10,21,4,56,14,,186.82.115.115,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",1366,768,1276,707,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382329636,2013,10,21,6,27,16,,190.252.61.232,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,1360,768,1360,598,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Colombia
1382329637,2013,10,21,6,27,17,,190.252.61.232,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,1360,768,1360,598,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Colombia
1382329728,2013,10,21,6,28,48,,186.77.220.85,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,638,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Nicaragua
1382331425,2013,10,21,6,57,5,,187.206.3.145,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,628,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-419,true,Mexico
1382360920,2013,10,21,15,8,40,,88.16.107.83,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,940,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Spain
1382360965,2013,10,21,15,9,25,,88.16.107.83,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,943,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Spain
1382362351,2013,10,21,15,32,31,,181.15.245.246,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Maxthon/4.1.2.4000 Chrome/26.0.1410.43 Safari/537.1",1440,900,1394,739,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Argentina
1382365104,2013,10,21,16,18,24,,190128219214,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36 OPR/17.0.1241.45",1366,768,1366,670,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Paraguay
1382365289,2013,10,21,16,21,29,,85.219.22.11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1440,900,1440,732,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382365337,2013,10,21,16,22,17,,85.219.22.11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1440,900,1440,732,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382365736,2013,10,21,16,28,56,,85.219.22.11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1440,900,1440,732,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382365823,2013,10,21,16,30,23,,31.4.240.236,"Mozilla/5.0 (Linux; U; Android 2.3.4; es-es; LG-P970 Build/GRJ22) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 MMS/LG-Android-MMS-V1.0/1.2",800,1118,800,1118,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en,false,Spain
1382368448,2013,10,21,17,14,8,,186.30.184.117,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,1440,900,1440,730,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Colombia
1382368810,2013,10,21,17,20,10,,200.83.176.141,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1360,768,1298,636,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-CL,true,Chile
1382371006,2013,10,21,17,56,46,,201232149154,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Maxthon/4.1.0.4000 Chrome/26.0.1410.43 Safari/537.1",1366,768,1320,616,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Colombia
1382374177,2013,10,21,18,49,37,,201245172139,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382374765,2013,10,21,18,59,25,,201245172139,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,600,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382381609,2013,10,21,20,53,29,,87223129206,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,686,559,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382385398,2013,10,21,21,56,38,,200.121.4.227,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1061,912,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Peru
1382387257,2013,10,21,22,27,37,,186.80.254.134,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0,1280,800,1231,710,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Colombia
1382392166,2013,10,21,23,49,26,,190216177162,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0,1920,1080,1507,671,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Peru
1382392971,2013,10,22,0,2,51,,190.53.115.236,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,666,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,El Salvador
1382397230,2013,10,22,1,13,50,,181.108.33.240,"Mozilla/5.0 (Linux; U; Android 2.1-update1; es-es; SonyEricssonE15a Build/2.0.1.A.0.47) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17",480,320,800,400,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en,false,Argentina
1382398389,2013,10,22,1,33,9,,189129135169,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1365,678,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-MX,false,Mexico
1382408601,2013,10,22,4,23,21,,201.185.235.11,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16,1366,768,854,623,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Colombia
1382409982,2013,10,22,4,46,22,,190.235.138.79,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1024,768,1024,638,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Peru
1382410090,2013,10,22,4,48,10,,190.235.138.79,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1024,768,1024,677,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Peru
1382416101,2013,10,22,6,28,21,,201.242.62.216,Mozilla/5.0 (Windows NT 5.1; rv:18.0) Gecko/20100101 Firefox/18.0,1280,720,1280,581,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Venezuela
1382420181,2013,10,22,7,36,21,,189.197.122.98,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1024,768,1024,653,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Mexico
1382420182,2013,10,22,7,36,22,,189.197.122.98,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1024,768,1024,653,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Mexico
1382434151,2013,10,22,11,29,11,,186.116.56.228,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1024,768,1024,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382438895,2013,10,22,12,48,15,,77.209.50.165,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1600,900,1600,770,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382439306,2013,10,22,12,55,6,,83.40.243.164,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,1280,800,1280,691,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Spain
1382444696,2013,10,22,14,24,56,,181.54.26.247,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",1440,900,1440,707,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382447612,2013,10,22,15,13,32,,190129202193,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,955,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-419,true,Bolivia
1382448851,2013,10,22,15,34,11,,80.32.63.57,Mozilla/5.0 (Windows NT 5.1; rv:25.0) Gecko/20100101 Firefox/25.0,1280,1024,1280,840,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Spain
1382448896,2013,10,22,15,34,56,,85.219.91.162,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,638,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382448998,2013,10,22,15,36,38,,85.219.91.162,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,638,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382449022,2013,10,22,15,37,2,,85.219.91.162,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,638,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382450545,2013,10,22,16,2,25,,80.32.63.57,Mozilla/5.0 (Windows NT 5.1; rv:25.0) Gecko/20100101 Firefox/25.0,1280,1024,1280,840,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Spain
1382454346,2013,10,22,17,5,46,,95.18.43.152,Mozilla/5.0 (Windows NT 6.1; rv:20.0) Gecko/20100101 Firefox/20.0,1360,768,1360,626,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Spain
1382457264,2013,10,22,17,54,24,,85.219.22.11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1440,900,1440,775,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382465837,2013,10,22,20,17,17,,46.26.79.221,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",800,600,800,537,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382468699,2013,10,22,21,4,59,,186.7.96.167,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",1024,768,1024,677,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Dominican Republic
1382472310,2013,10,22,22,5,10,,186154147172,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1440,900,1309,713,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382472316,2013,10,22,22,5,16,,186154147172,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1440,900,1309,713,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382476955,2013,10,22,23,22,35,,187.151.77.45,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/6.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.3),1600,900,undefined,undefined,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,undefined,true,Mexico
1382476993,2013,10,22,23,23,13,,187.151.77.45,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/6.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.3),1600,900,undefined,undefined,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,undefined,true,Mexico
1382477099,2013,10,22,23,24,59,,187.151.77.45,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/6.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.3),1600,900,undefined,undefined,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,undefined,true,Mexico
1382481968,2013,10,23,0,46,8,,80.26.88.5,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,979,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382485055,2013,10,23,1,37,35,,201.210.214.19,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,1024,1280,899,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Venezuela
1382485082,2013,10,23,1,38,2,,181.177.128.23,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1280,800,1280,683,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Bolivia
1382491940,2013,10,23,3,32,20,,190.67.232.67,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",800,600,800,427,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382492141,2013,10,23,3,35,41,,190.67.232.67,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",800,600,800,427,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382492162,2013,10,23,3,36,2,,190.67.232.67,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",800,600,800,466,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382495381,2013,10,23,4,29,41,,190.194.110.81,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,979,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Argentina
1382499284,2013,10,23,5,34,44,,190.56.253.143,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,667,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Guatemala
1382515662,2013,10,23,10,7,42,,88.9.160.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1204,649,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Spain
1382521257,2013,10,23,11,40,57,,77.229.18.112,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",1280,1024,1280,909,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382532807,2013,10,23,14,53,27,,186.150.34.199,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1680,1050,1680,935,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Dominican Republic
1382534311,2013,10,23,15,18,31,,62.14.180.7,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,955,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382534384,2013,10,23,15,19,44,,62.14.180.7,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,955,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382534754,2013,10,23,15,25,54,,88.9.160.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1411,785,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Spain
1382541777,2013,10,23,17,22,57,,190.42.204.36,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Peru
1382541886,2013,10,23,17,24,46,,200.88.158.182,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,683,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,en-US,true,Dominican Republic
1382542760,2013,10,23,17,39,20,,186.47.7.20,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1360,768,1360,600,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Ecuador
1382543801,2013,10,23,17,56,41,,87223129206,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382543810,2013,10,23,17,56,50,,87223129206,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382546380,2013,10,23,18,39,40,,190100198109,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,681,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Chile
1382548446,2013,10,23,19,14,6,,200.37.69.96,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,979,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Peru
1382550992,2013,10,23,19,56,32,,190.159.133.47,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,800,1280,709,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382558509,2013,10,23,22,1,49,,201196204243,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1920,1080,1920,904,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,undefined,true,Costa Rica
1382559872,2013,10,23,22,24,32,,181.21.148.214,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36",1600,900,1600,775,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Argentina
1382560009,2013,10,23,22,26,49,,181.64.8.166,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-419,true,Peru
1382560018,2013,10,23,22,26,58,,181.64.8.166,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,643,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-419,true,Peru
1382564627,2013,10,23,23,43,47,,95.39.156.102,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1920,1080,1920,965,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382566299,2013,10,24,0,11,39,,190.143.170.94,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,704,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Guatemala
1382568710,2013,10,24,0,51,50,,66.249.64.1,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,,,jocarsa.com,,,,,,United States
1382572683,2013,10,24,1,58,3,,80.32.63.57,Mozilla/5.0 (Windows NT 5.1; rv:25.0) Gecko/20100101 Firefox/25.0,1280,1024,1280,818,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Spain
1382574490,2013,10,24,2,28,10,,190229220176,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,653,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Argentina
1382576326,2013,10,24,2,58,46,,190.148.35.185,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,664,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Guatemala
1382576548,2013,10,24,3,2,28,,190.148.145.28,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,666,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Guatemala
1382583706,2013,10,24,5,1,46,,187.175.42.89,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,628,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-419,true,Mexico
1382586671,2013,10,24,5,51,11,,181.51.88.26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1366,768,1366,667,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Colombia
1382590121,2013,10,24,6,48,41,,190.30.42.97,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,645,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Argentina
1382591222,2013,10,24,7,7,2,,181.128.36.78,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,1120,630,1120,544,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Colombia
1382593736,2013,10,24,7,48,56,,190117191200,Mozilla/5.0 (Android; Tablet; rv:23.0) Gecko/23.0 Firefox/23.0,1024,720,980,635,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,false,Peru
1382610318,2013,10,24,12,25,18,,87.219.15.145,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",1280,1024,1280,860,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es,true,Spain
1382618739,2013,10,24,14,45,39,,186178114100,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1366,768,1366,644,jocarsa.com,http://www.josevicentecarratala.com/jocarsa/,,,es-ES,true,Ecuador
